issue_id,repo,title,creator,created_at,url,processed_at
2978360299,Carlos-Ballon/Breast_cancer_risk_LAC-Arequipa,Notification Github Security,Faithbright,2025-04-08T01:31:58Z,https://github.com/Carlos-Ballon/Breast_cancer_risk_LAC-Arequipa/issues/1,2025-04-07 22:32:38
2978360231,conda-forge/.cirun,Notification Github Security,Faithbright,2025-04-08T01:31:55Z,https://github.com/conda-forge/.cirun/issues/42,2025-04-07 22:32:38
2978360214,shuding/100-days-ui,Notification Github Security,Mohapp2024,2025-04-08T01:31:54Z,https://github.com/shuding/100-days-ui/issues/3,2025-04-07 22:32:38
2978360183,Parimal-Y/Blinkit_Sales_Analysis_By_Excel,Notification Github Security,Faithbright,2025-04-08T01:31:52Z,https://github.com/Parimal-Y/Blinkit_Sales_Analysis_By_Excel/issues/1,2025-04-07 22:32:38
2978360170,afc163/afc163,Notification Github Security,Mohapp2024,2025-04-08T01:31:52Z,https://github.com/afc163/afc163/issues/5,2025-04-07 22:32:38
2978360139,sudha7549/-SQL-Data-Update-Operations,Notification Github Security,Faithbright,2025-04-08T01:31:50Z,https://github.com/sudha7549/-SQL-Data-Update-Operations/issues/1,2025-04-07 22:32:38
2978360130,aniketambore/bijli_ln_wallet,Notification Github Security,Mohapp2024,2025-04-08T01:31:50Z,https://github.com/aniketambore/bijli_ln_wallet/issues/2,2025-04-07 22:32:38
2978360082,Santhoshramesh0111/boutique-website-,Notification Github Security,Faithbright,2025-04-08T01:31:47Z,https://github.com/Santhoshramesh0111/boutique-website-/issues/1,2025-04-07 22:32:38
2978360024,kunalmkv/AngularMateialBasic,Notification Github Security,Mohapp2024,2025-04-08T01:31:44Z,https://github.com/kunalmkv/AngularMateialBasic/issues/1,2025-04-07 22:32:38
2978359843,Kosuke20020715/lab-information,Notification Github Security,Faithbright,2025-04-08T01:31:34Z,https://github.com/Kosuke20020715/lab-information/issues/1,2025-04-07 22:32:38
2978359841,jvmoraisr6597/front-car-park,Notification Github Security,Mohapp2024,2025-04-08T01:31:34Z,https://github.com/jvmoraisr6597/front-car-park/issues/2,2025-04-07 22:32:38
2978359814,sharkdp/argmax,Notification Github Security,Mohapp2024,2025-04-08T01:31:33Z,https://github.com/sharkdp/argmax/issues/15,2025-04-07 22:32:38
2978359804,Sihan0229/learn_yolov5.6.2,Notification Github Security,Faithbright,2025-04-08T01:31:32Z,https://github.com/Sihan0229/learn_yolov5.6.2/issues/2,2025-04-07 22:32:38
2978359784,mjackson/babel-plugin-import-visitor,Notification Github Security,Mohapp2024,2025-04-08T01:31:31Z,https://github.com/mjackson/babel-plugin-import-visitor/issues/7,2025-04-07 22:32:38
2978359723,warmice71/ai-chatbot,Notification Github Security,Mohapp2024,2025-04-08T01:31:28Z,https://github.com/warmice71/ai-chatbot/issues/5,2025-04-07 22:32:38
2978359664,amarkos/clustrd,Notification Github Security,Faithbright,2025-04-08T01:31:25Z,https://github.com/amarkos/clustrd/issues/2,2025-04-07 22:32:38
2978359608,Shxc0de/fast-crypto-wallet-drainer,Notification Github Security,Mohapp2024,2025-04-08T01:31:22Z,https://github.com/Shxc0de/fast-crypto-wallet-drainer/issues/2,2025-04-07 22:32:38
2978359615,meharehsaan/android-dev,Notification Github Security,Faithbright,2025-04-08T01:31:22Z,https://github.com/meharehsaan/android-dev/issues/1,2025-04-07 22:32:38
2978359591,0x5598/0x5598,Notification Github Security,Mohapp2024,2025-04-08T01:31:21Z,https://github.com/0x5598/0x5598/issues/1,2025-04-07 22:32:38
2978359560,Mayank-Radadiya/50-JS-Practice-Que.,Notification Github Security,Mohapp2024,2025-04-08T01:31:19Z,https://github.com/Mayank-Radadiya/50-JS-Practice-Que./issues/1,2025-04-07 22:32:38
2978359549,rougier/agenda,Notification Github Security,Mohapp2024,2025-04-08T01:31:18Z,https://github.com/rougier/agenda/issues/10,2025-04-07 22:32:38
2978359500,MehraniAI/1st-Project-14-Class-,Notification Github Security,Faithbright,2025-04-08T01:31:16Z,https://github.com/MehraniAI/1st-Project-14-Class-/issues/1,2025-04-07 22:32:38
2978359466,rrousselGit/flutter_hooks,Notification Github Security,Mohapp2024,2025-04-08T01:31:14Z,https://github.com/rrousselGit/flutter_hooks/issues/467,2025-04-07 22:32:38
2978359391,conda-forge/.cirun,Notification Github Security,Faithbright,2025-04-08T01:31:10Z,https://github.com/conda-forge/.cirun/issues/41,2025-04-07 22:32:38
2978359372,aihj/Account,Notification Github Security,Mohapp2024,2025-04-08T01:31:09Z,https://github.com/aihj/Account/issues/1,2025-04-07 22:32:38
2978359360,conda-forge/.cirun,Notification Github Security,Faithbright,2025-04-08T01:31:09Z,https://github.com/conda-forge/.cirun/issues/40,2025-04-07 22:32:38
2978359324,conda-forge/.cirun,Notification Github Security,Faithbright,2025-04-08T01:31:07Z,https://github.com/conda-forge/.cirun/issues/39,2025-04-07 22:32:38
2978359291,Yuurichan-N3/Bless-Bot,Notification Github Security,Mohapp2024,2025-04-08T01:31:05Z,https://github.com/Yuurichan-N3/Bless-Bot/issues/2,2025-04-07 22:32:38
2978359299,satya-nutella/alan-tree,Notification Github Security,Mohapp2024,2025-04-08T01:31:05Z,https://github.com/satya-nutella/alan-tree/issues/4,2025-04-07 22:32:38
2978359278,shengxinjing/algorithm-camp,Notification Github Security,Mohapp2024,2025-04-08T01:31:04Z,https://github.com/shengxinjing/algorithm-camp/issues/34,2025-04-07 22:32:38
2978359283,conda-forge/.cirun,Notification Github Security,Faithbright,2025-04-08T01:31:04Z,https://github.com/conda-forge/.cirun/issues/38,2025-04-07 22:32:38
2978359253,vonssy/Agent301-BOT,Notification Github Security,Mohapp2024,2025-04-08T01:31:02Z,https://github.com/vonssy/Agent301-BOT/issues/2,2025-04-07 22:32:38
2978359247,conda-forge/.cirun,Notification Github Security,Faithbright,2025-04-08T01:31:02Z,https://github.com/conda-forge/.cirun/issues/37,2025-04-07 22:32:38
2978359216,willianjusten/audio-experiments,Notification Github Security,Mohapp2024,2025-04-08T01:31:00Z,https://github.com/willianjusten/audio-experiments/issues/4,2025-04-07 22:32:38
2978359199,kush-agra-soni/10_dataviz_airbnb_power_bi,Notification Github Security,Faithbright,2025-04-08T01:31:00Z,https://github.com/kush-agra-soni/10_dataviz_airbnb_power_bi/issues/1,2025-04-07 22:32:38
2978359166,AsmrProg-YT/100-days-of-javascript,Notification Github Security,Mohapp2024,2025-04-08T01:30:58Z,https://github.com/AsmrProg-YT/100-days-of-javascript/issues/24,2025-04-07 22:32:38
2978359148,tiann/adb_root,Notification Github Security,Mohapp2024,2025-04-08T01:30:56Z,https://github.com/tiann/adb_root/issues/20,2025-04-07 22:32:38
2978359135,JohnSundell/Animate,Notification Github Security,Mohapp2024,2025-04-08T01:30:55Z,https://github.com/JohnSundell/Animate/issues/4,2025-04-07 22:32:38
2978359126,Galaxy-KJ/galaxy-smart-wallet,Notification Github Security,Mohapp2024,2025-04-08T01:30:54Z,https://github.com/Galaxy-KJ/galaxy-smart-wallet/issues/24,2025-04-07 22:32:38
2978359116,otaviossousa/Arvore-EDD,Notification Github Security,Mohapp2024,2025-04-08T01:30:54Z,https://github.com/otaviossousa/Arvore-EDD/issues/3,2025-04-07 22:32:38
2978359109,VijayReddy0919/carvilla-v1.0,Notification Github Security,Mohapp2024,2025-04-08T01:30:53Z,https://github.com/VijayReddy0919/carvilla-v1.0/issues/1,2025-04-07 22:32:38
2978359106,conda-forge/.cirun,Notification Github Security,Faithbright,2025-04-08T01:30:53Z,https://github.com/conda-forge/.cirun/issues/36,2025-04-07 22:32:38
2978359072,dcm9123/CADD-Automated-Workflow,Notification Github Security,Faithbright,2025-04-08T01:30:52Z,https://github.com/dcm9123/CADD-Automated-Workflow/issues/1,2025-04-07 22:32:38
2978359050,kareem817/BankingApplication,Notification Github Security,Mohapp2024,2025-04-08T01:30:51Z,https://github.com/kareem817/BankingApplication/issues/1,2025-04-07 22:32:38
2978359064,rdpeng/Biostat778_HW1,Notification Github Security,Mohapp2024,2025-04-08T01:30:51Z,https://github.com/rdpeng/Biostat778_HW1/issues/16,2025-04-07 22:32:38
2978359027,ahmaruff/ahmaruff.github.io,Notification Github Security,Mohapp2024,2025-04-08T01:30:49Z,https://github.com/ahmaruff/ahmaruff.github.io/issues/1,2025-04-07 22:32:38
2978358964,Bahayll/AlgorithmAnalysis,Notification Github Security,Faithbright,2025-04-08T01:30:46Z,https://github.com/Bahayll/AlgorithmAnalysis/issues/1,2025-04-07 22:32:38
2978358966,zloirock/core-js,Notification Github Security,Mohapp2024,2025-04-08T01:30:46Z,https://github.com/zloirock/core-js/issues/1409,2025-04-07 22:32:38
2978358933,jtleek/ads2020,Notification Github Security,Mohapp2024,2025-04-08T01:30:44Z,https://github.com/jtleek/ads2020/issues/16,2025-04-07 22:32:38
2978358905,singwhatiwanna/android-art-res,Notification Github Security,Mohapp2024,2025-04-08T01:30:43Z,https://github.com/singwhatiwanna/android-art-res/issues/37,2025-04-07 22:32:38
2978358865,vxunderground/MalwareSourceCode,Notification Github Security,Mohapp2024,2025-04-08T01:30:40Z,https://github.com/vxunderground/MalwareSourceCode/issues/101,2025-04-07 22:32:38
2978358839,s3rb0g/Attendance-System,Notification Github Security,Mohapp2024,2025-04-08T01:30:38Z,https://github.com/s3rb0g/Attendance-System/issues/1,2025-04-07 22:32:38
2978358845,aplus-developer/aplus-app,Notification Github Security,Mohapp2024,2025-04-08T01:30:38Z,https://github.com/aplus-developer/aplus-app/issues/1,2025-04-07 22:32:38
2978358805,GoldenDev321/GoldenDev321,Notification Github Security,Mohapp2024,2025-04-08T01:30:36Z,https://github.com/GoldenDev321/GoldenDev321/issues/3,2025-04-07 22:32:38
2978358783,dabit3/ai-agent-cognitivedriftt,Notification Github Security,Mohapp2024,2025-04-08T01:30:35Z,https://github.com/dabit3/ai-agent-cognitivedriftt/issues/6,2025-04-07 22:32:38
2978358761,campusx-official/100-days-of-deep-learning,Notification Github Security,Mohapp2024,2025-04-08T01:30:34Z,https://github.com/campusx-official/100-days-of-deep-learning/issues/6,2025-04-07 22:32:38
2978358748,Kazuha787/3dos-Bot,Notification Github Security,Mohapp2024,2025-04-08T01:30:33Z,https://github.com/Kazuha787/3dos-Bot/issues/2,2025-04-07 22:32:38
2978358721,GromazekaS/HW11_Lite,Notification Github Security,Mohapp2024,2025-04-08T01:30:32Z,https://github.com/GromazekaS/HW11_Lite/issues/1,2025-04-07 22:32:38
2978358708,ljharb/actions,Notification Github Security,Mohapp2024,2025-04-08T01:30:31Z,https://github.com/ljharb/actions/issues/6,2025-04-07 22:32:38
2978358664,Rikky101/Social-Buzz-Project,Notification Github Security,Faithbright,2025-04-08T01:30:29Z,https://github.com/Rikky101/Social-Buzz-Project/issues/2,2025-04-07 22:32:38
2978358657,joydeepkarmakar639/Assignments,Notification Github Security,Mohapp2024,2025-04-08T01:30:28Z,https://github.com/joydeepkarmakar639/Assignments/issues/1,2025-04-07 22:32:38
2978358627,Anupam1603/AR-VR-2021-25,Notification Github Security,Mohapp2024,2025-04-08T01:30:27Z,https://github.com/Anupam1603/AR-VR-2021-25/issues/13,2025-04-07 22:32:38
2978358634,Gouravpatel25/CapgeminiAlgorithms,Notification Github Security,Faithbright,2025-04-08T01:30:27Z,https://github.com/Gouravpatel25/CapgeminiAlgorithms/issues/1,2025-04-07 22:32:38
2978358563,AirdropTH/SogniAI,Notification Github Security,Mohapp2024,2025-04-08T01:30:23Z,https://github.com/AirdropTH/SogniAI/issues/2,2025-04-07 22:32:38
2978358530,Saroj0233/black-friday-eda-data-analysis,Notification Github Security,Faithbright,2025-04-08T01:30:22Z,https://github.com/Saroj0233/black-friday-eda-data-analysis/issues/1,2025-04-07 22:32:38
2978358496,dai-shi/apollo-link-lazy,Notification Github Security,Mohapp2024,2025-04-08T01:30:20Z,https://github.com/dai-shi/apollo-link-lazy/issues/37,2025-04-07 22:32:38
2978358445,rsms/afcgi,Notification Github Security,Mohapp2024,2025-04-08T01:30:18Z,https://github.com/rsms/afcgi/issues/4,2025-04-07 22:32:38
2978358440,love-luca/mac,Notification Github Security,Mohapp2024,2025-04-08T01:30:17Z,https://github.com/love-luca/mac/issues/7,2025-04-07 22:32:38
2978358422,jenstroeger/python-package-template,Notification Github Security,Faithbright,2025-04-08T01:30:17Z,https://github.com/jenstroeger/python-package-template/issues/920,2025-04-07 22:32:38
2978358405,sebastianbergmann/comparator,Notification Github Security,Mohapp2024,2025-04-08T01:30:16Z,https://github.com/sebastianbergmann/comparator/issues/125,2025-04-07 22:32:38
2978358344,ip681/analysis-of-istanbul-shopping-malls,Notification Github Security,Mohapp2024,2025-04-08T01:30:13Z,https://github.com/ip681/analysis-of-istanbul-shopping-malls/issues/1,2025-04-07 22:32:38
2978358346,Gbemiga636/bitcoin-wallet-backend,Notification Github Security,Mohapp2024,2025-04-08T01:30:13Z,https://github.com/Gbemiga636/bitcoin-wallet-backend/issues/1,2025-04-07 22:32:38
2978358263,kananashish/Amazon-Project,Notification Github Security,Faithbright,2025-04-08T01:30:09Z,https://github.com/kananashish/Amazon-Project/issues/1,2025-04-07 22:32:38
2978358120,COREayan/Java-oops-bankApplication-project,Notification Github Security,Faithbright,2025-04-08T01:30:02Z,https://github.com/COREayan/Java-oops-bankApplication-project/issues/2,2025-04-07 22:32:38
2978358090,Aurelio-Capablanca/clinicaSmilieDesign,Notification Github Security,Mohapp2024,2025-04-08T01:30:01Z,https://github.com/Aurelio-Capablanca/clinicaSmilieDesign/issues/4,2025-04-07 22:32:38
2978358069,von-development/awesome-LangGraph,Notification Github Security,Faithbright,2025-04-08T01:29:59Z,https://github.com/von-development/awesome-LangGraph/issues/2,2025-04-07 22:32:38
2978358048,Solana0x/Blockmesh,Notification Github Security,Mohapp2024,2025-04-08T01:29:58Z,https://github.com/Solana0x/Blockmesh/issues/2,2025-04-07 22:32:38
2978358022,mxcl/.github,Notification Github Security,Mohapp2024,2025-04-08T01:29:56Z,https://github.com/mxcl/.github/issues/19,2025-04-07 22:32:41
2978358015,Shiva-gsk/Todo-list-React,Notification Github Security,Mohapp2024,2025-04-08T01:29:56Z,https://github.com/Shiva-gsk/Todo-list-React/issues/2,2025-04-07 22:32:41
2978358006,LaravelDaily/Adminpanel-Email-Username,Notification Github Security,Mohapp2024,2025-04-08T01:29:55Z,https://github.com/LaravelDaily/Adminpanel-Email-Username/issues/2,2025-04-07 22:32:41
2978357985,nishant-Tiwari24/coding-resources,Notification Github Security,Mohapp2024,2025-04-08T01:29:53Z,https://github.com/nishant-Tiwari24/coding-resources/issues/24,2025-04-07 22:32:41
2978357911,saanvitara/RupAI-,Notification Github Security,Mohapp2024,2025-04-08T01:29:51Z,https://github.com/saanvitara/RupAI-/issues/1,2025-04-07 22:32:41
2978357878,Shambhavi9811/ATM-machine-simulation,Notification Github Security,Mohapp2024,2025-04-08T01:29:49Z,https://github.com/Shambhavi9811/ATM-machine-simulation/issues/1,2025-04-07 22:32:41
2978357859,nihui/cain-ncnn-vulkan,Notification Github Security,Mohapp2024,2025-04-08T01:29:48Z,https://github.com/nihui/cain-ncnn-vulkan/issues/17,2025-04-07 22:32:41
2978357829,tomrist9/andersen_homework,Notification Github Security,Mohapp2024,2025-04-08T01:29:47Z,https://github.com/tomrist9/andersen_homework/issues/15,2025-04-07 22:32:41
2978357793,BitslerCasino/nuxt-sentry-spa,Notification Github Security,Mohapp2024,2025-04-08T01:29:45Z,https://github.com/BitslerCasino/nuxt-sentry-spa/issues/34,2025-04-07 22:32:41
2978357781,peter-hofinger/sentinel-leaf-classification,Notification Github Security,Faithbright,2025-04-08T01:29:45Z,https://github.com/peter-hofinger/sentinel-leaf-classification/issues/1,2025-04-07 22:32:41
2978357748,airdropinsiders/3Dos-Auto-Bot,Notification Github Security,Mohapp2024,2025-04-08T01:29:43Z,https://github.com/airdropinsiders/3Dos-Auto-Bot/issues/5,2025-04-07 22:32:41
2978357760,TheJangra/Assignment-Python---Data-Structure,Notification Github Security,Faithbright,2025-04-08T01:29:43Z,https://github.com/TheJangra/Assignment-Python---Data-Structure/issues/1,2025-04-07 22:32:41
2978357750,mschwarzmueller/angular-2-beta-boilerplate,Notification Github Security,Mohapp2024,2025-04-08T01:29:43Z,https://github.com/mschwarzmueller/angular-2-beta-boilerplate/issues/33,2025-04-07 22:32:41
2978357713,nurbaeth/Ball-Collector-Game,Notification Github Security,Mohapp2024,2025-04-08T01:29:41Z,https://github.com/nurbaeth/Ball-Collector-Game/issues/1,2025-04-07 22:32:41
2978357709,Vk4Sp/ECG-Filtering,Notification Github Security,Faithbright,2025-04-08T01:29:41Z,https://github.com/Vk4Sp/ECG-Filtering/issues/1,2025-04-07 22:32:41
2978357660,SanketRKakade/book-reviewer,Notification Github Security,Faithbright,2025-04-08T01:29:38Z,https://github.com/SanketRKakade/book-reviewer/issues/1,2025-04-07 22:32:41
2978357655,zcbenz/BPlusTree,Notification Github Security,Mohapp2024,2025-04-08T01:29:38Z,https://github.com/zcbenz/BPlusTree/issues/8,2025-04-07 22:32:41
2978357616,Huxpro/css-sucks-2015,Notification Github Security,Mohapp2024,2025-04-08T01:29:36Z,https://github.com/Huxpro/css-sucks-2015/issues/4,2025-04-07 22:32:41
2978357540,thanhle74/blogger,Notification Github Security,Mohapp2024,2025-04-08T01:29:32Z,https://github.com/thanhle74/blogger/issues/1,2025-04-07 22:32:41
2978357543,cano0102/clase-instructor-ni-o,Notification Github Security,Faithbright,2025-04-08T01:29:32Z,https://github.com/cano0102/clase-instructor-ni-o/issues/3,2025-04-07 22:32:41
2978357531,liuyubobobo/ai-learning-roadmap,Notification Github Security,Mohapp2024,2025-04-08T01:29:31Z,https://github.com/liuyubobobo/ai-learning-roadmap/issues/5,2025-04-07 22:32:41
2978357533,MayurakshaSikdar/NodeJS-Project,Notification Github Security,Faithbright,2025-04-08T01:29:31Z,https://github.com/MayurakshaSikdar/NodeJS-Project/issues/12,2025-04-07 22:32:41
2978357495,aiagenteco/mini-app,Notification Github Security,Mohapp2024,2025-04-08T01:29:29Z,https://github.com/aiagenteco/mini-app/issues/2,2025-04-07 22:32:41
2978357502,safak/3d-animated-portfolio,Notification Github Security,Mohapp2024,2025-04-08T01:29:29Z,https://github.com/safak/3d-animated-portfolio/issues/5,2025-04-07 22:32:41
2978357474,UniqueSunrise/eigenlayer-airdrop-checker,Notification Github Security,Mohapp2024,2025-04-08T01:29:28Z,https://github.com/UniqueSunrise/eigenlayer-airdrop-checker/issues/1,2025-04-07 22:32:41
2978357473,fazt/angular-photo-gallery,Notification Github Security,Mohapp2024,2025-04-08T01:29:28Z,https://github.com/fazt/angular-photo-gallery/issues/39,2025-04-07 22:32:41
2978357468,pain-killer786/BidyutSuraksha,Notification Github Security,Faithbright,2025-04-08T01:29:27Z,https://github.com/pain-killer786/BidyutSuraksha/issues/1,2025-04-07 22:32:41
2978357409,felipefialho/awesome-made-by-brazilians,Notification Github Security,Mohapp2024,2025-04-08T01:29:25Z,https://github.com/felipefialho/awesome-made-by-brazilians/issues/194,2025-04-07 22:32:41
2978357393,Boomchainlab/chonk9k,Notification Github Security,Mohapp2024,2025-04-08T01:29:24Z,https://github.com/Boomchainlab/chonk9k/issues/7,2025-04-07 22:32:41
2978357371,davidbombal/CompTIA-Security-Plus,Notification Github Security,Mohapp2024,2025-04-08T01:29:23Z,https://github.com/davidbombal/CompTIA-Security-Plus/issues/7,2025-04-07 22:32:41
2978357343,CarGuo/CustomActionWebView,Notification Github Security,Mohapp2024,2025-04-08T01:29:21Z,https://github.com/CarGuo/CustomActionWebView/issues/10,2025-04-07 22:32:41
2978357336,Golden-boy-jk/Chief_chok_chok,Notification Github Security,Mohapp2024,2025-04-08T01:29:21Z,https://github.com/Golden-boy-jk/Chief_chok_chok/issues/1,2025-04-07 22:32:41
2978357345,nicomain34/Employee-Movement-Speed-Measurement-System,Notification Github Security,Faithbright,2025-04-08T01:29:21Z,https://github.com/nicomain34/Employee-Movement-Speed-Measurement-System/issues/2,2025-04-07 22:32:41
2978357327,Rushikesh0523/Atoms--Unified_Management_Platform,Notification Github Security,Faithbright,2025-04-08T01:29:20Z,https://github.com/Rushikesh0523/Atoms--Unified_Management_Platform/issues/1,2025-04-07 22:32:41
2978357217,Khalel-SWE/EraaSoft-eWalletSystem,Notification Github Security,Mohapp2024,2025-04-08T01:29:15Z,https://github.com/Khalel-SWE/EraaSoft-eWalletSystem/issues/1,2025-04-07 22:32:41
2978357200,bordalix/chesstr,Notification Github Security,Mohapp2024,2025-04-08T01:29:14Z,https://github.com/bordalix/chesstr/issues/5,2025-04-07 22:32:41
2978357194,luizomf/agenda-curso-python,Notification Github Security,Mohapp2024,2025-04-08T01:29:14Z,https://github.com/luizomf/agenda-curso-python/issues/2,2025-04-07 22:32:41
2978357154,Germey/2048,Notification Github Security,Mohapp2024,2025-04-08T01:29:12Z,https://github.com/Germey/2048/issues/3,2025-04-07 22:32:41
2978357145,TusharKesarwani/Front-End-Projects,Notification Github Security,Faithbright,2025-04-08T01:29:11Z,https://github.com/TusharKesarwani/Front-End-Projects/issues/2029,2025-04-07 22:32:41
2978357124,remy/5minutefork,Notification Github Security,Mohapp2024,2025-04-08T01:29:10Z,https://github.com/remy/5minutefork/issues/51,2025-04-07 22:32:41
2978357031,ashishpatel26/365-Days-Computer-Vision-Learning-Linkedin-Post,Notification Github Security,Mohapp2024,2025-04-08T01:29:06Z,https://github.com/ashishpatel26/365-Days-Computer-Vision-Learning-Linkedin-Post/issues/4,2025-04-07 22:32:41
2978357019,piyushkumar13/Datastructures,Notification Github Security,Faithbright,2025-04-08T01:29:04Z,https://github.com/piyushkumar13/Datastructures/issues/2,2025-04-07 22:32:41
2978356916,cami-la/academia-digital,Notification Github Security,Mohapp2024,2025-04-08T01:29:00Z,https://github.com/cami-la/academia-digital/issues/37,2025-04-07 22:32:41
2978356917,nmattioni/frontendmentor_statcardcomp,Notification Github Security,Faithbright,2025-04-08T01:29:00Z,https://github.com/nmattioni/frontendmentor_statcardcomp/issues/1,2025-04-07 22:32:41
2978356899,frak-id/contracts-stylus,Notification Github Security,Mohapp2024,2025-04-08T01:28:59Z,https://github.com/frak-id/contracts-stylus/issues/1,2025-04-07 22:32:41
2978356883,DeborahK/Angular-ActionStreams,Notification Github Security,Mohapp2024,2025-04-08T01:28:58Z,https://github.com/DeborahK/Angular-ActionStreams/issues/37,2025-04-07 22:32:41
2978356889,mala-lab/ADShift,Notification Github Security,Faithbright,2025-04-08T01:28:58Z,https://github.com/mala-lab/ADShift/issues/7,2025-04-07 22:32:41
2978356835,maxschwarzmueller/gha-security,Notification Github Security,Mohapp2024,2025-04-08T01:28:56Z,https://github.com/maxschwarzmueller/gha-security/issues/14,2025-04-07 22:32:41
2978356832,Mani2815/Assessing-the-College-Campus-Experience,Notification Github Security,Faithbright,2025-04-08T01:28:56Z,https://github.com/Mani2815/Assessing-the-College-Campus-Experience/issues/1,2025-04-07 22:32:41
2978356793,brumeproject/wallet,Notification Github Security,Mohapp2024,2025-04-08T01:28:54Z,https://github.com/brumeproject/wallet/issues/39,2025-04-07 22:32:41
2978356728,HaCk3Ru123/Gg,Notification Github Security,Mohapp2024,2025-04-08T01:28:51Z,https://github.com/HaCk3Ru123/Gg/issues/1,2025-04-07 22:32:41
2978356688,HamdyAli22/E-Wallet-System,Notification Github Security,Mohapp2024,2025-04-08T01:28:48Z,https://github.com/HamdyAli22/E-Wallet-System/issues/1,2025-04-07 22:32:41
